star_rating,maxRating,ipc-title-link-wrapper href,Reviews,main_review,helpful,not_helpful,reviewer,ipc-link href,review_date,ipc-link href 2,ipc-btn__text
2,/10,https://www.imdb.com/title/tt0816692/review/rw3128019/?ref_=tturv_11,Makes three hours feel like a lifetime - awful,"OK, I'll keep this brief, but I'll also nail my credentials to the mast first. I know science, cosmology, sci-fi and film-making pretty well. I have, in the past taught film studies at degree level, and worked on the production of more than one major Hollywood sci-fi film. I read Stephen Baxter and I like space stuff a lot. More than a lot. And why am I telling you this? Because I should have loved ""Interstellar"", but I didn't for one simple reason: It is a truly dreadful piece of film-making.I won't even bother with dissecting the ""science"" in the film, because that isn't really the issue (it is wrong on pretty much every level). I'm not even going to bother complaining about the absurd audio balance in the sound mix. And I'll ignore the sub-standard special effects - because FX don't a great movie make.The issues I have with Interstellar are essentially these: The film is an arse-numbing three hours long, and feels far longer. The pace is stunningly poorly judged - the first hour in particular could have been cut to ten minutes and far more would have been gained than lost.The characters are paper-thin, and I didn't care about any of them. The plot is entirely derivative (mostly of the vastly superior ""Contact""). The special effects aren't special at all and the editing (or lack of) is so self-indulgent it is a text book example of a director so enamoured with his project that he loses objectivity. The result is a plodding, flabby, and desperately dull movie devoid of any real excitement or emotional impact.I won't go on, but special mention must be made of the planets - Paddling World and Coldworld. You see virtually nothing of either, and so utterly uninteresting are they that what should have been a moment of genuine cinematic wonderment was squandered with a bit of poor CGI painfully inferior to ""A Perfect Storm"" and a location less dramatic than your own back garden.I've probably not been a brief as I intended, but as I write this I feel the disappointment and actual anger I felt on leaving the cinema bubbling to the surface again. It was a total let-down and a waste of more than three hours of my life. The gushing reviews on here are ridiculous and absurd, and I am forced to conclude that reviewers either watched a different film to me, or saw something so brilliant it completely passed me by. I am fairly confident I didn't doze off, although I desperately wanted to.So in conclusion, ""Contact"" did all of this far, far better, fifteen years ago. In Contact the characters are human, believable, beautifully realised and you care what happens to them. The relationship between Father and Daughter is deeply moving and inspiring. But then the plot is far more sophisticated anyway, dealing with the social tensions and impact of the discovery of extra-terrestrial life, the science is accurate and entirely plausible (it was written by Carl Sagan after all), the movie is genuinely thrilling and full of spectacle, and it has something very profound to say.Contact is everything Interstellar is not, and it has a considerably shorter running time. Contact brought tears to my eyes, Interstellar bored me to tears.",649,961,BlokeWithABrainUK,https://www.imdb.com/user/ur7548383/?ref_=tturv_usr_11_t,"Nov 21, 2014",https://www.imdb.com/title/tt0816692/review/rw3128019/?ref_=tturv_perm_11,
10,/10,https://www.imdb.com/title/tt0816692/review/rw3117657/?ref_=tturv_12,'Interstellar',"'Interstellar' was incredible. The visuals, the score, the acting, were all amazing. The plot is definitely one of the most original I've seen in a while. Most of the critic reviews have said that some bits are a little too unbelievable, but I have to disagree. Yes, there were some parts that were definitely in the ""fi"" part of sci-fi. But the thing is, 'Interstellar' deals with concepts that we know very little about. We have no idea what the 4th or 5th dimension is like, or what it would be like to go through a wormhole or a black hole. I don't think it's fair to call something unbelievable, when we have absolutely no idea what WOULD be believable in those circumstances. Either way, excellent writing from the Nolan brothers. The visuals were outstanding, and will no doubt be nominated for an Oscar. The performances were excellent, though nothing Oscar worthy, as is the case with most of Nolan's films ('The Dark Knight' being the obvious exception). Hans Zimmer's score was amazing and blended perfectly with the film. All in all, 'Interstellar' is an excellent movie, which I personally think is Nolan's most beautiful film to date.",1K,520,millert1409,https://www.imdb.com/user/ur51785825/?ref_=tturv_usr_12_t,"Nov 5, 2014",https://www.imdb.com/title/tt0816692/review/rw3117657/?ref_=tturv_perm_12,
10,/10,https://www.imdb.com/title/tt0816692/review/rw3117579/?ref_=tturv_13,Epic in every way!,"Just watched Interstellar in imax 70mm. Science Fiction fans can read on, everyone else can skip. Movie is a visual masterpiece. Like his earlier movies, Christopher Nolan once again proved, how big a movie can be! There were some shots,which made audience go crazy..Some scenes were as epic as 2001: A Space Odyssey. Do not go into the theatre expecting an action packed cerebral thriller. This one is not for action fans. At times, movie go highly sentimental( Matthew McConaughey does what he is best in and supposed to). I recommend this movie to all the Sci-Fi fans out there, make sure you go in group of sci-fi nuts!! Do not go with the hype..Go, sit back and enjoy. Just like Inception, this movie will be known as great after few months(I know people who said Inception was a crap when it released, and after few months rating it 10/10 in IMDb :D). I don't wanna spoil anything(If you want PM me). Also, make sure you go to the best theatre close to you. (If you loved Donnie Darko, 2001: A Space Odyssey, this is the one for you, Get ready to get mind blown!!) Interstellar Movie is EPIC in all sense!!",888,610,sanjay219,https://www.imdb.com/user/ur47633581/?ref_=tturv_usr_13_t,"Nov 4, 2014",https://www.imdb.com/title/tt0816692/review/rw3117579/?ref_=tturv_perm_13,
10,/10,https://www.imdb.com/title/tt0816692/review/rw3117232/?ref_=tturv_14,A Love Story Against The Backdrop Of A Grand Interstellar Travel,"Love is the one thing that transcends time and space... New creation of Christopher Nolan's genius, whose name is now known to everyone. His films are waiting with a special look, because it offers something that every day, unfortunately, less and less can be found in the world of mass cinema - an interesting spectacle, filled with meaning, ideas and emotions. At this time, Christopher decided to send us not to the world of dreams, and even not on the dark streets of Gotham City. No, now he send us to the journey to, and perhaps beyond the boundaries of the possible and impossible, through the curvature of space and time, in other worlds. And you won't forget this trip, this can be assured. I was madly waiting for Interstellar's release. And then, finally, I was able to see this Beauty - at the premiere in my coutry on October, 29. It was incredibly exciting. It was a delight. It was unforgettable. It was gorgeous. Nolan once again amazes the viewer's imagination by his painting. Journey to the brink of infinity, the line where humanity has never set, acts as either the first-born purpose and a background of emotional history about the father and the daughter. A loving father who mankind need to help, but that he should leave his children, and a loving daughter who doesn't want to let her dad in the infinity darkness. Starting from the very first frame and ending with the closing credits, a new picture of Nolan will absorb you completely, forcing stare at the screen during the whole action, because it's all so exciting and interesting that escape becomes physically impossible. No, this three hours won't fly quickly for you. You'll feel every emotion, every event, every character. You will not look how the main characters travel through the universe, because the movie experience in this film is so excellent that you will be on board of ""Endurance"" starship and travel between the worlds with the main characters by yourself.The emotional core of this story is the relationship of Matthew McConaughey's character and his daughter - Mackenzie Foy' and Jessica Chastain' character. And the acting work of these three artists in ""Interstellar"" impress the most. McConaughey was acting really great, and this is one of the most emotional, if not the most emotional role of his life. All the drama and tragedy of the relationship of father and daughter in this film will not leave anyone indifferent. Anne Hathaway, Wes Bentley, Michael Caine, Casey Affleck, Ellen Burstyn and other actors also coped with their roles and presented the film's supporting characters very realistic. I would particularly like to note a small but important in this story role of Matt Damon, a character who has received quite memorable. If we talk about the characters, it should be noted also two robots that accompanied our heroes in this difficult journey. One of them adds a touch of humor in the film, which mitigates constantly depressing, dramatic, and sometimes really dark atmosphere.The script of the film is very well combined the history of space exploration and the relationship between Cooper and Murph. The story is complex and complicated, is based on real scientific theories by Kip Thorne, and indeed contains a reference to the ""Space Odyssey"" and other sci-fi pictures. This story about true love, about loyalty, forgiveness, fraud, hard decisions, and much more. And it is designed so that leaves a lot of room for the imagination of the viewer. It's also possible to notice some structure allusion to another Nolan's work - Inception. The story and visuals are combined just perfectly in Interstellar.Hans Zimmer's score, written by him on the basis of only one letter from Nolan, hold the key: ""Once we become parents, we can't help but look at ourselves through the eyes of our children"", deserves a special praise. On this basis, Hans managed to write just incredible soundtrack that perfectly harmonizes with the history and the visual side of the picture. And this work of the composer is really different from the previous ones. It is executed in a different style from another subject in its base. Very impressive work, which will be pleasantly listened again and separate from the film itself. Visual range of the picture is incredibly beautiful and circuses. The ""Endurance"" itself, new worlds, insanely beautiful and mysterious space, wormholes, black holes, and travel through them, folds of time and space are arranged so that is simply breathtaking. I would like to thank all those who contributed to the creation of a visual of this film. It must be seen. That mastery with which this is done, not just words. In the visual pattern also has some references to the Kubrick's ""Odyssey"", and they are pleasing to the eye.Many thanks to Christopher Nolan for having given us such an incredible movie, which once again proved to us that the cinema is Nolan's life. ""Interstellar"" is a film that wins the hearts of the audience not only with its sci-fi splendor, but also an emotional story that lies at its very heart. This film is not only about the discoveries, space exploration and the final frontier of mankind, but also about the relationship of father and daughter, who were in a difficult situation in life when one has to leave the other in the name of a goal that can not be underestimated. So, with what Nolan's genius unfolds before us this action is beyond praise. Combining the story, filled with not only real science fiction, but the true human values ​​and emotions, outstanding and very emotional performances, breathtaking visuals, epic and dramatic soundtrack, Christopher Nolan breathed the life into this film by his directing to create something truly masterpiece again. ""Do Not Go Gentle Into That Good Night... Rage, Rage Against The Dying Of The Light.""",922,549,gstards,https://www.imdb.com/user/ur40285567/?ref_=tturv_usr_14_t,"Nov 4, 2014",https://www.imdb.com/title/tt0816692/review/rw3117232/?ref_=tturv_perm_14,
1,/10,https://www.imdb.com/title/tt0816692/review/rw3120259/?ref_=tturv_15,To the stars - away from the common sense!,"This year is not very good for the sci-fi cinematography. Besides multiple unintentional parodies of the genre (like X-Men: Days of Future Past), there was actually only one big-budget movie worth watching: On the Edge of Tomorrow. It seems like Tom Cruise is one of the few Hollywood stars able to wisely pick roles. His recent achievements leave little to desire: Valkyrie, or Knight and Day are good at worst, with the high pitch of Oblivion. Are we able to say the same about Matthew McConaughey? Unfortunately, not. Although his recent movies are above average (True Detective or Dallas Buyers Club), the latest picture he plays in, Interstellar (directed by Christopher Nolan and written by him and his brother), is a huge letdown and misunderstanding. I don't think anyone being fond of ""hard"" science-fiction stories will like it. Here is why.Firstly, the story. It is in general similar to Mission to Mars or The Red Planet, where the handful of daredevils are put in the spaceship to venture on a mission, which result will impact the whole human race. Unfortunately, which is the usual problem in this case, the whole plot is neither engaging, nor entertaining. We have a bunch of uninteresting people making uninteresting things in space. Maybe because of the long time span of the picture, the viewer quickly gets bored and does not care about the main characters. Besides, the space adventure is mixed with the very personal story of the father trying to save his children (which is also a time-consuming thread here). Anyway, the main conclusion of Interstellar is the banal statement that ""love is the most important thing in the world"". Do we really need to sit for almost three hours in the cinema to get this? By coincidence, the second problem is the length of the movie. Currently, when the the picture is recorded not on the tape, but in the digital medium, every director tries to surpass his rivals by creating as long movie as possible. Maybe it is supposed to be the emblem of his might, skills or wisdom? I have no idea, but the fact is that the contemporary blockbusters are difficult to watch especially because they last for three or more hours, having the plot for only half of this time. This is exactly the case with Interstellar. The presented story is far from complex, and could easily fit in two hours. In fact, the first forty minutes of the movie have nothing to do with the rest of the story and could be recapitulated by the narrator in two sentences...This film tries to treat the topic of interstellar travel seriously. Unfortunately, some ideas are presented according to our current knowledge of physics and astronomy, while others are just stupid. This mixture makes the suspension of disbelief, necessary to enjoy such movie, impossible to attain. On one side we have wormholes, black holes, higher dimensions of space and the silence of the void. On the other hand, there is totally unconvincing reality of the XXI century, where farmers are more valuable than engineers (guys, really?) and tomography is (mysteriously) gone. In one scene the physicist explains convincingly the work regime of the wormhole (by the way, this scene is IDENTICAL to the one from the far better Event Horizon). In another, we see the mission robot TARS, being the member of the crew. I know that humanoid machines from fifties seem ridiculous today (like the one from The Day The Earth Stood Still), but they are really the top quality idea compared to the robots depicted in Interstellar. It is difficult to believe someone created such a model and the whole crew agreed to put it the picture! It's almost like the the wooden planet from the initial script of Alien 3...The number of errors and non-logical events is just amazing. Anyone complaining about the lack of consistency in Prometheus (which was also much better than this one) will have the real hunting ground here. In fact, the more time passes after seeing the movie, the more nonsenses are detected. Don't think about this too much, anyway, its not worthy...The Nolan brothers used their imagination a little bit too much in the final part of the story, where the word ""magic"" (interchangeable with ""nonsense"") comes to mind. As the result, the viewer is left at the end indifferent to what is presented on the screen and does not care about the fate of the characters... Please recall the infamous Black Hole, and You will have the impression of what is going on here...The music is of course the extremely important part of every picture. If the composer knows his craft, the soundtrack complements the images, creating the flawless combo (as was in Terminator, Starship Troopers, Aliens, etc.). Here we have the attempt to create the epic atmosphere, but the events shown on screen are rather uninteresting, therefore the resulting impression is just the overwhelming noise, making the viewer angry instead of touching or moving him.Unfortunately, it seems like making a good movie about the interstellar travel is extremely difficult. People like to go to the movies and see a good story. There are multiple requirements for the entertaining movie: the mystery, the convincing scenery, the real characters we could care about, finally, the emotional strain, often related to the dangers our protagonists are exposed to. Interstellar does not offer anything of these. It is a long and boring sermon about the future of Mankind in the universe, pretending to be the science-fiction movie. With this picture Christopher Nolan proved his only memorable work was Prestige and the Batman trilogy was not the accident, but the clear sign that his main achievements in Hollywood will be too long, boring and utterly disappointing pictures, initially rising hopes for a good time spent in the cinema, but leaving in a complete, sad disillusion after all.",528,817,foxtrot-21,https://www.imdb.com/user/ur18885211/?ref_=tturv_usr_15_t,"Nov 9, 2014",https://www.imdb.com/title/tt0816692/review/rw3120259/?ref_=tturv_perm_15,
10,/10,https://www.imdb.com/title/tt0816692/review/rw7492503/?ref_=tturv_16,7 years later,"Sometimes I just need to see the start. Or end. Or a trailer. Or the music and theme from Hans Zimmer. Or the whole movie. Just to feel that thing, I only get from this movie. That the earth, space and time are something special, mystical. I never forget the first time I saw this movie, in an IMAX theatre in 2014. I was struck by it. Totally got me. And it stil does, 7 years later. This is the best movie ever made for me. Because of the feeling it gives me, no other movie can. So hard to get all of this emotion in only one movie. Brilliant.",1.1K,68,ravesch-83770,https://www.imdb.com/user/ur75870169/?ref_=tturv_usr_16_t,"Oct 29, 2021",https://www.imdb.com/title/tt0816692/review/rw7492503/?ref_=tturv_perm_16,
5,/10,https://www.imdb.com/title/tt0816692/review/rw3119229/?ref_=tturv_17,Seriously people??,"I do not know what kind of PR team the production team has hired to promote this film, but obviously they are doing great job as it has already higher score than Inception... Seriously guys??? This film has 5/10 stars at best, and even that for just potential. Rest of it is lost because the film has absolutely no logic to it.Stupid, illogical and at times really boring and long. Even though I am no scientist, it was so stupid on so many levels with even the most basic of facts that I have no comments to this....Set your expectations low- no way in hell does this film deserve any of that praise posted here....",472,685,mvider82,https://www.imdb.com/user/ur46990569/?ref_=tturv_usr_17_t,"Nov 7, 2014",https://www.imdb.com/title/tt0816692/review/rw3119229/?ref_=tturv_perm_17,
7,/10,https://www.imdb.com/title/tt0816692/review/rw3118896/?ref_=tturv_18,A good - not great - movie that falls apart the more you think about it.,,490,667,shawneofthedead,https://www.imdb.com/user/ur48490287/?ref_=tturv_usr_18_t,"Nov 7, 2014",https://www.imdb.com/title/tt0816692/review/rw3118896/?ref_=tturv_perm_18,Spoiler
10,/10,https://www.imdb.com/title/tt0816692/review/rw3215295/?ref_=tturv_19,Excellent Movie,,966,140,frank-ancestor-hunter,https://www.imdb.com/user/ur35925566/?ref_=tturv_usr_19_t,"Apr 6, 2015",https://www.imdb.com/title/tt0816692/review/rw3215295/?ref_=tturv_perm_19,Spoiler
1,/10,https://www.imdb.com/title/tt0816692/review/rw3126787/?ref_=tturv_20,"Dumb, dumber, dumbest!",,434,663,max_tout,https://www.imdb.com/user/ur1085336/?ref_=tturv_usr_20_t,"Nov 18, 2014",https://www.imdb.com/title/tt0816692/review/rw3126787/?ref_=tturv_perm_20,Spoiler
1,/10,https://www.imdb.com/title/tt0816692/review/rw3123748/?ref_=tturv_21,Got tricked by paid reviews,,425,656,neojav,https://www.imdb.com/user/ur56481581/?ref_=tturv_usr_21_t,"Nov 14, 2014",https://www.imdb.com/title/tt0816692/review/rw3123748/?ref_=tturv_perm_21,Spoiler
10,/10,https://www.imdb.com/title/tt0816692/review/rw3248454/?ref_=tturv_22,Out of this world,"A lot has been said and written about Interstellar. You can obviously take apart any movie that is out there. You'll either love this one or you won't. I kind of would have loved to have watched this on an IMAX screen, the sheer scope of the whole thing. It's just amazing, what Nolan has put on screen here. It's not only the visual experience (there is no 3D here by the way), it's the story/ride you take with it. It might be clear to some earlier than to others, where it's heading (no pun intended), but it doesn't change the fact that it's beautiful ... and terrifying at the same time.Going out and saying this will be considered a classic, might not be too far stretched, but you still can never predict those things. The deserved love the movie gets on IMDb and other places would be an indicator that this will ring true though. The acting is really good, but I can understand if some people have issues with the ending. But the movie had to end in one way or another. It's the best possible way this could go, even if it's not in our grasps just yet ...",954,85,kosmasp,https://www.imdb.com/user/ur5876717/?ref_=tturv_usr_22_t,"May 31, 2015",https://www.imdb.com/title/tt0816692/review/rw3248454/?ref_=tturv_perm_22,
